,Temperature,ghi,dni,dhi,Wind Speed
2020-06-20 04:00:00,27.200000000000003,41,148,28,1.4
2020-06-20 05:00:00,29.1,226,543,64,2.4000000000000004
2020-06-20 06:00:00,30.3,438,705,82,2.7
2020-06-20 07:00:00,31.4,632,767,104,2.9000000000000004
2020-06-20 08:00:00,32.2,780,745,156,3.0
2020-06-20 09:00:00,32.9,735,335,420,3.1
2020-06-20 10:00:00,33.300000000000004,866,437,432,3.2
2020-06-20 11:00:00,33.5,952,773,187,3.2
2020-06-20 12:00:00,33.5,847,534,350,3.3000000000000003
2020-06-20 13:00:00,33.2,740,567,275,3.1
2020-06-20 14:00:00,32.7,454,260,281,2.8000000000000003
2020-06-20 15:00:00,31.9,117,65,86,2.4000000000000004
2020-06-20 16:00:00,30.6,9,0,9,1.8
2020-06-20 17:00:00,29.3,3,0,3,1.4
2020-06-20 18:00:00,28.5,0,0,0,1.3
2020-06-20 19:00:00,28.1,0,0,0,1.4
2020-06-20 20:00:00,27.8,0,0,0,1.5
2020-06-20 21:00:00,27.5,0,0,0,1.6
2020-06-20 22:00:00,27.3,0,0,0,1.7000000000000002
2020-06-20 23:00:00,27.0,0,0,0,1.7000000000000002
2020-06-21 00:00:00,26.8,0,0,0,1.7000000000000002
2020-06-21 01:00:00,26.6,0,0,0,1.6
2020-06-21 02:00:00,26.3,0,0,0,1.4
2020-06-21 03:00:00,26.4,0,0,0,1.4
2020-06-21 04:00:00,26.6,8,1,8,1.4
2020-06-21 05:00:00,28.6,142,140,100,2.0
2020-06-21 06:00:00,29.8,305,202,203,2.1
2020-06-21 07:00:00,30.700000000000003,308,47,276,2.3000000000000003
2020-06-21 08:00:00,31.5,350,30,325,2.4000000000000004
2020-06-21 09:00:00,32.1,862,654,247,2.5
2020-06-21 10:00:00,32.6,942,759,188,2.5
2020-06-21 11:00:00,33.0,651,231,422,2.5
2020-06-21 12:00:00,33.1,812,556,294,2.4000000000000004
2020-06-21 13:00:00,33.0,776,796,122,2.4000000000000004
2020-06-21 14:00:00,32.7,489,350,255,2.2
2020-06-21 15:00:00,32.2,402,626,101,1.9
2020-06-21 16:00:00,31.0,193,432,75,1.4
2020-06-21 17:00:00,29.6,27,82,22,1.1
2020-06-21 18:00:00,28.8,0,0,0,1.0
2020-06-21 19:00:00,28.4,0,0,0,1.1
2020-06-21 20:00:00,28.1,0,0,0,1.3
2020-06-21 21:00:00,27.8,0,0,0,1.4
2020-06-21 22:00:00,27.6,0,0,0,1.6
2020-06-21 23:00:00,27.4,0,0,0,1.5
2020-06-22 00:00:00,27.200000000000003,0,0,0,1.3
2020-06-22 01:00:00,27.0,0,0,0,1.0
2020-06-22 02:00:00,26.700000000000003,0,0,0,0.9
2020-06-22 03:00:00,26.8,0,0,0,1.2000000000000002
2020-06-22 04:00:00,26.9,20,8,19,1.4
2020-06-22 05:00:00,28.700000000000003,166,298,77,2.7
2020-06-22 06:00:00,29.9,330,375,141,3.0
2020-06-22 07:00:00,30.9,626,751,110,3.3000000000000003
2020-06-22 08:00:00,31.8,792,804,120,3.4000000000000004
2020-06-22 09:00:00,32.4,911,836,125,3.5
2020-06-22 10:00:00,32.9,969,840,135,3.7
2020-06-22 11:00:00,33.2,959,818,149,3.9
2020-06-22 12:00:00,33.300000000000004,661,285,396,4.0
2020-06-22 13:00:00,33.0,674,484,276,4.0
2020-06-22 14:00:00,32.4,600,714,123,3.8
2020-06-22 15:00:00,31.5,399,609,106,3.4000000000000004
2020-06-22 16:00:00,30.200000000000003,178,338,86,2.8000000000000003
2020-06-22 17:00:00,29.1,15,19,14,2.5
2020-06-22 18:00:00,28.5,0,0,0,2.7
2020-06-22 19:00:00,28.200000000000003,0,0,0,2.6
2020-06-22 20:00:00,27.9,0,0,0,2.3000000000000003
2020-06-22 21:00:00,27.700000000000003,0,0,0,2.1
2020-06-22 22:00:00,27.5,0,0,0,1.7000000000000002
2020-06-22 23:00:00,27.3,0,0,0,1.4
2020-06-23 00:00:00,27.1,0,0,0,1.1
2020-06-23 01:00:00,27.0,0,0,0,1.1
2020-06-23 02:00:00,26.9,0,0,0,1.2000000000000002
2020-06-23 03:00:00,27.1,0,0,0,1.7000000000000002
2020-06-23 04:00:00,27.4,26,64,21,2.1
2020-06-23 05:00:00,28.700000000000003,178,260,101,3.6
2020-06-23 06:00:00,29.5,142,41,121,4.6000000000000005
2020-06-23 07:00:00,30.1,370,95,305,5.300000000000001
2020-06-23 08:00:00,30.6,373,38,341,5.6000000000000005
2020-06-23 09:00:00,31.0,394,30,366,5.6000000000000005
2020-06-23 10:00:00,31.4,362,27,335,5.4
2020-06-23 11:00:00,31.6,125,1,124,5.1000000000000005
2020-06-23 12:00:00,31.6,180,6,174,4.800000000000001
2020-06-23 13:00:00,31.5,151,2,149,4.5
2020-06-23 14:00:00,31.1,74,0,74,4.0
2020-06-23 15:00:00,30.4,98,0,98,3.0
2020-06-23 16:00:00,29.4,175,333,84,1.8
2020-06-23 17:00:00,28.4,21,28,19,1.0
2020-06-23 18:00:00,27.9,0,0,0,0.8
2020-06-23 19:00:00,27.8,0,0,0,0.9
2020-06-23 20:00:00,27.8,0,0,0,1.1
2020-06-23 21:00:00,27.700000000000003,0,0,0,1.2000000000000002
2020-06-23 22:00:00,27.5,0,0,0,1.1
2020-06-23 23:00:00,27.4,0,0,0,1.0
2020-06-24 00:00:00,27.4,0,0,0,0.7000000000000001
2020-06-24 01:00:00,27.4,0,0,0,0.8
2020-06-24 02:00:00,27.1,0,0,0,0.9
2020-06-24 03:00:00,27.1,0,0,0,0.9
2020-06-24 04:00:00,27.3,4,0,4,1.0
2020-06-24 05:00:00,28.4,11,0,11,2.1
2020-06-24 06:00:00,28.9,31,0,31,2.5
2020-06-24 07:00:00,29.3,98,0,98,2.6
2020-06-24 08:00:00,29.700000000000003,60,0,60,2.6
2020-06-24 09:00:00,30.0,130,2,128,2.5
2020-06-24 10:00:00,30.1,92,0,92,2.4000000000000004
2020-06-24 11:00:00,30.200000000000003,132,1,131,2.1
2020-06-24 12:00:00,30.1,167,5,162,1.8
2020-06-24 13:00:00,30.0,210,9,203,1.5
2020-06-24 14:00:00,29.8,48,0,48,1.5
2020-06-24 15:00:00,29.200000000000003,29,0,29,1.5
2020-06-24 16:00:00,28.5,19,0,19,1.2000000000000002
2020-06-24 17:00:00,27.9,5,0,5,1.1
2020-06-24 18:00:00,27.700000000000003,0,0,0,1.4
2020-06-24 19:00:00,27.5,0,0,0,1.9
2020-06-24 20:00:00,27.4,0,0,0,2.5
2020-06-24 21:00:00,27.3,0,0,0,2.8000000000000003
2020-06-24 22:00:00,27.1,0,0,0,2.7
2020-06-24 23:00:00,27.0,0,0,0,2.2
2020-06-25 00:00:00,26.9,0,0,0,1.8
2020-06-25 01:00:00,26.8,0,0,0,1.7000000000000002
2020-06-25 02:00:00,26.8,0,0,0,2.0
2020-06-25 03:00:00,26.700000000000003,0,0,0,2.5
2020-06-25 04:00:00,26.700000000000003,4,0,4,2.8000000000000003
2020-06-25 05:00:00,27.200000000000003,13,0,13,3.2
2020-06-25 06:00:00,27.700000000000003,53,0,53,3.0
2020-06-25 07:00:00,28.200000000000003,112,0,112,3.1
2020-06-25 08:00:00,28.5,142,2,140,3.4000000000000004
2020-06-25 09:00:00,28.8,261,13,249,4.1000000000000005
2020-06-25 10:00:00,29.1,201,9,192,4.800000000000001
2020-06-25 11:00:00,29.1,235,12,223,5.300000000000001
2020-06-25 12:00:00,29.0,266,15,252,5.5
2020-06-25 13:00:00,29.0,228,11,219,5.1000000000000005
2020-06-25 14:00:00,28.8,144,8,139,4.7
2020-06-25 15:00:00,28.6,121,40,102,4.4
2020-06-25 16:00:00,28.3,167,263,95,4.0
2020-06-25 17:00:00,27.9,22,29,20,3.5
2020-06-25 18:00:00,27.6,0,0,0,2.9000000000000004
2020-06-25 19:00:00,27.4,0,0,0,2.5
2020-06-25 20:00:00,27.3,0,0,0,2.5
2020-06-25 21:00:00,27.3,0,0,0,3.1
2020-06-25 22:00:00,27.200000000000003,0,0,0,3.6
2020-06-25 23:00:00,27.1,0,0,0,3.3000000000000003
2020-06-26 00:00:00,26.9,0,0,0,2.7
2020-06-26 01:00:00,26.700000000000003,0,0,0,2.3000000000000003
2020-06-26 02:00:00,26.5,0,0,0,2.0
2020-06-26 03:00:00,26.5,0,0,0,1.7000000000000002
2020-06-26 04:00:00,26.5,4,0,4,1.7000000000000002
2020-06-26 05:00:00,27.8,17,0,17,2.4000000000000004
2020-06-26 06:00:00,28.4,24,0,24,2.9000000000000004
2020-06-26 07:00:00,29.1,75,0,75,3.2
2020-06-26 08:00:00,29.700000000000003,61,0,61,3.4000000000000004
2020-06-26 09:00:00,30.200000000000003,168,6,162,3.5
2020-06-26 10:00:00,30.5,398,26,372,3.3000000000000003
2020-06-26 11:00:00,30.6,303,16,287,3.0
2020-06-26 12:00:00,30.5,165,5,160,2.7
2020-06-26 13:00:00,30.3,121,0,121,2.2
2020-06-26 14:00:00,30.0,144,0,144,1.7000000000000002
2020-06-26 15:00:00,29.700000000000003,66,0,66,1.2000000000000002
2020-06-26 16:00:00,29.200000000000003,9,0,9,0.8
2020-06-26 17:00:00,28.700000000000003,4,0,4,0.4
2020-06-26 18:00:00,28.4,0,0,0,0.4
2020-06-26 19:00:00,28.4,0,0,0,0.3
2020-06-26 20:00:00,28.3,0,0,0,0.4
2020-06-26 21:00:00,27.8,0,0,0,0.7000000000000001
2020-06-26 22:00:00,27.4,0,0,0,0.9
2020-06-26 23:00:00,27.0,0,0,0,1.0
2020-06-27 00:00:00,26.9,0,0,0,1.0
2020-06-27 01:00:00,26.700000000000003,0,0,0,0.9
2020-06-27 02:00:00,26.5,0,0,0,0.9
2020-06-27 03:00:00,26.6,0,0,0,0.7000000000000001
2020-06-27 04:00:00,26.8,18,0,18,0.6000000000000001
2020-06-27 05:00:00,28.200000000000003,125,82,101,1.1
2020-06-27 06:00:00,29.4,268,134,201,1.6
2020-06-27 07:00:00,30.3,359,86,300,1.9
2020-06-27 08:00:00,31.0,563,194,401,2.2
2020-06-27 09:00:00,31.6,748,340,429,2.4000000000000004
2020-06-27 10:00:00,31.9,756,301,457,2.6
2020-06-27 11:00:00,32.0,794,344,453,2.8000000000000003
2020-06-27 12:00:00,31.8,712,306,427,2.9000000000000004
2020-06-27 13:00:00,31.4,736,608,235,2.9000000000000004
2020-06-27 14:00:00,30.9,570,538,209,2.7
2020-06-27 15:00:00,30.3,324,285,186,2.2
2020-06-27 16:00:00,29.4,181,264,108,1.6
2020-06-27 17:00:00,28.5,23,33,21,1.0
2020-06-27 18:00:00,28.0,0,0,0,0.9
2020-06-27 19:00:00,27.700000000000003,0,0,0,0.9
2020-06-27 20:00:00,27.5,0,0,0,0.9
2020-06-27 21:00:00,27.200000000000003,0,0,0,0.9
2020-06-27 22:00:00,27.0,0,0,0,1.0
2020-06-27 23:00:00,26.8,0,0,0,1.1
2020-06-28 00:00:00,26.6,0,0,0,1.0
2020-06-28 01:00:00,26.4,0,0,0,0.9
2020-06-28 02:00:00,26.3,0,0,0,0.7000000000000001
2020-06-28 03:00:00,26.5,0,0,0,0.6000000000000001
2020-06-28 04:00:00,26.700000000000003,27,25,25,0.5
2020-06-28 05:00:00,28.6,131,78,108,1.3
2020-06-28 06:00:00,29.700000000000003,184,24,172,1.8
2020-06-28 07:00:00,30.200000000000003,510,340,278,2.0
2020-06-28 08:00:00,30.6,371,46,333,2.1
2020-06-28 09:00:00,30.9,152,5,147,2.2
2020-06-28 10:00:00,31.200000000000003,133,3,130,2.3000000000000003
2020-06-28 11:00:00,31.4,213,10,203,2.4000000000000004
2020-06-28 12:00:00,31.4,187,7,180,2.5
2020-06-28 13:00:00,31.3,255,13,244,2.7
2020-06-28 14:00:00,30.9,275,34,252,2.6
2020-06-28 15:00:00,30.200000000000003,334,318,180,2.3000000000000003
2020-06-28 16:00:00,29.1,133,134,96,1.7000000000000002
2020-06-28 17:00:00,27.9,14,9,13,1.3
2020-06-28 18:00:00,27.3,0,0,0,1.1
2020-06-28 19:00:00,26.9,0,0,0,1.1
2020-06-28 20:00:00,26.6,0,0,0,1.2000000000000002
2020-06-28 21:00:00,26.4,0,0,0,1.3
2020-06-28 22:00:00,26.1,0,0,0,1.3
2020-06-28 23:00:00,25.9,0,0,0,1.2000000000000002
2020-06-29 00:00:00,25.8,0,0,0,1.2000000000000002
2020-06-29 01:00:00,25.6,0,0,0,1.2000000000000002
2020-06-29 02:00:00,25.4,0,0,0,1.2000000000000002
2020-06-29 03:00:00,25.5,0,0,0,1.4
2020-06-29 04:00:00,25.700000000000003,18,0,18,1.6
2020-06-29 05:00:00,27.8,106,31,97,2.1
2020-06-29 06:00:00,29.3,250,115,193,2.1
2020-06-29 07:00:00,30.4,423,169,308,2.2
2020-06-29 08:00:00,31.200000000000003,662,434,301,2.4000000000000004
2020-06-29 09:00:00,31.8,511,87,429,2.5
2020-06-29 10:00:00,32.300000000000004,870,562,312,2.5
2020-06-29 11:00:00,32.6,909,619,296,2.5
2020-06-29 12:00:00,32.6,757,369,413,2.4000000000000004
2020-06-29 13:00:00,32.4,706,504,291,2.4000000000000004
2020-06-29 14:00:00,32.0,563,510,221,2.4000000000000004
2020-06-29 15:00:00,31.200000000000003,340,320,185,2.2
2020-06-29 16:00:00,30.0,163,200,108,1.8
2020-06-29 17:00:00,28.700000000000003,20,20,19,1.5
2020-06-29 18:00:00,28.1,0,0,0,1.4
2020-06-29 19:00:00,27.8,0,0,0,1.5
2020-06-29 20:00:00,27.6,0,0,0,1.4
2020-06-29 21:00:00,27.4,0,0,0,1.3
2020-06-29 22:00:00,27.3,0,0,0,1.3
2020-06-29 23:00:00,27.200000000000003,0,0,0,1.4
2020-06-30 00:00:00,27.1,0,0,0,1.7000000000000002
2020-06-30 01:00:00,27.0,0,0,0,2.0
2020-06-30 02:00:00,26.8,0,0,0,2.0
2020-06-30 03:00:00,26.8,0,0,0,2.1
2020-06-30 04:00:00,26.9,10,1,10,2.2
2020-06-30 05:00:00,31.1,163,202,104,0.9
2020-06-30 06:00:00,32.6,385,482,146,0.8
2020-06-30 07:00:00,33.2,524,391,257,0.8
2020-06-30 08:00:00,33.800000000000004,654,372,344,0.9
2020-06-30 09:00:00,34.2,874,674,242,1.4
2020-06-30 10:00:00,34.5,951,789,168,1.8
2020-06-30 11:00:00,34.7,955,807,156,1.8
2020-06-30 12:00:00,34.6,808,451,387,1.6
2020-06-30 13:00:00,34.300000000000004,510,176,365,1.4
2020-06-30 14:00:00,34.0,578,567,198,1.2000000000000002
2020-06-30 15:00:00,33.4,371,447,155,1.1
2020-06-30 16:00:00,32.300000000000004,10,0,10,1.0
2020-06-30 17:00:00,31.1,4,0,4,0.8
2020-06-30 18:00:00,30.4,0,0,0,0.8
2020-06-30 19:00:00,30.0,0,0,0,0.9
2020-06-30 20:00:00,29.5,0,0,0,0.9
2020-06-30 21:00:00,29.200000000000003,0,0,0,1.2000000000000002
2020-06-30 22:00:00,28.8,0,0,0,1.8
2020-06-30 23:00:00,28.4,0,0,0,2.2
2020-07-01 00:00:00,28.0,0,0,0,2.1
2020-07-01 01:00:00,27.6,0,0,0,1.6
2020-07-01 02:00:00,27.3,0,0,0,1.0
2020-07-01 03:00:00,27.1,0,0,0,0.9
2020-07-01 04:00:00,27.0,29,32,27,1.2000000000000002
2020-07-01 05:00:00,27.5,144,119,110,2.0
2020-07-01 06:00:00,28.3,167,12,161,1.7000000000000002
2020-07-01 07:00:00,29.4,213,10,206,1.3
2020-07-01 08:00:00,30.700000000000003,367,37,336,1.3
2020-07-01 09:00:00,32.0,527,88,444,1.4
2020-07-01 10:00:00,33.0,776,304,474,1.2000000000000002
2020-07-01 11:00:00,33.5,828,394,438,0.9
2020-07-01 12:00:00,33.7,829,560,306,0.6000000000000001
2020-07-01 13:00:00,33.5,722,518,295,0.4
2020-07-01 14:00:00,33.1,577,578,189,0.3
2020-07-01 15:00:00,32.6,402,604,109,0.3
2020-07-01 16:00:00,31.700000000000003,199,463,71,0.4
2020-07-01 17:00:00,30.6,30,120,22,0.5
2020-07-01 18:00:00,29.700000000000003,0,0,0,0.5
2020-07-01 19:00:00,29.200000000000003,0,0,0,0.6000000000000001
2020-07-01 20:00:00,28.8,0,0,0,0.7000000000000001
2020-07-01 21:00:00,28.4,0,0,0,0.8
2020-07-01 22:00:00,28.0,0,0,0,0.8
2020-07-01 23:00:00,27.8,0,0,0,0.7000000000000001
2020-07-02 00:00:00,27.8,0,0,0,0.5
2020-07-02 01:00:00,27.8,0,0,0,0.4
2020-07-02 02:00:00,27.6,0,0,0,0.4
2020-07-02 03:00:00,27.5,0,0,0,0.5
2020-07-02 04:00:00,27.700000000000003,23,1,23,0.6000000000000001
2020-07-02 05:00:00,30.6,133,84,109,1.3
2020-07-02 06:00:00,31.700000000000003,258,104,207,1.8
2020-07-02 07:00:00,32.4,360,86,302,1.9
2020-07-02 08:00:00,33.1,601,253,391,1.8
2020-07-02 09:00:00,33.6,685,241,459,1.8
2020-07-02 10:00:00,34.0,773,299,476,1.8
2020-07-02 11:00:00,34.1,814,372,446,2.0
2020-07-02 12:00:00,34.0,758,372,411,2.1
2020-07-02 13:00:00,33.7,718,607,217,2.1
2020-07-02 14:00:00,33.300000000000004,593,669,144,2.1
2020-07-02 15:00:00,32.7,400,595,112,1.8
2020-07-02 16:00:00,31.6,188,377,84,1.3
2020-07-02 17:00:00,30.3,29,83,24,1.0
2020-07-02 18:00:00,29.5,0,0,0,0.9
2020-07-02 19:00:00,29.0,0,0,0,1.0
2020-07-02 20:00:00,28.5,0,0,0,1.2000000000000002
2020-07-02 21:00:00,28.1,0,0,0,1.5
2020-07-02 22:00:00,27.9,0,0,0,1.7000000000000002
2020-07-02 23:00:00,27.6,0,0,0,1.6
2020-07-03 00:00:00,27.4,0,0,0,1.3
2020-07-03 01:00:00,27.3,0,0,0,1.0
2020-07-03 02:00:00,27.1,0,0,0,0.8
2020-07-03 03:00:00,27.3,0,0,0,0.8
2020-07-03 04:00:00,27.5,33,98,26,0.8
2020-07-03 05:00:00,29.8,172,254,99,1.8
2020-07-03 06:00:00,30.9,330,288,188,2.1
2020-07-03 07:00:00,31.9,377,141,281,2.0
2020-07-03 08:00:00,32.800000000000004,607,282,373,1.8
2020-07-03 09:00:00,33.6,818,599,257,1.8
2020-07-03 10:00:00,34.1,793,327,469,1.9
2020-07-03 11:00:00,34.4,904,605,305,2.0
2020-07-03 12:00:00,34.4,880,744,185,2.1
2020-07-03 13:00:00,34.2,701,477,308,2.2
2020-07-03 14:00:00,33.800000000000004,469,262,293,2.1
2020-07-03 15:00:00,33.1,326,280,190,1.7000000000000002
2020-07-03 16:00:00,32.0,137,165,91,1.2000000000000002
2020-07-03 17:00:00,30.9,27,66,23,0.8
2020-07-03 18:00:00,30.4,0,0,0,0.7000000000000001
2020-07-03 19:00:00,30.1,0,0,0,0.6000000000000001
2020-07-03 20:00:00,29.700000000000003,0,0,0,0.7000000000000001
2020-07-03 21:00:00,29.200000000000003,0,0,0,0.8
2020-07-03 22:00:00,28.8,0,0,0,0.9
2020-07-03 23:00:00,28.5,0,0,0,1.2000000000000002
2020-07-04 00:00:00,28.200000000000003,0,0,0,1.3
2020-07-04 01:00:00,28.0,0,0,0,1.3
2020-07-04 02:00:00,27.9,0,0,0,1.2000000000000002
2020-07-04 03:00:00,28.0,0,0,0,1.1
2020-07-04 04:00:00,28.200000000000003,26,22,24,1.2000000000000002
2020-07-04 05:00:00,29.8,108,59,91,2.0
2020-07-04 06:00:00,30.9,94,0,94,1.9
2020-07-04 07:00:00,31.8,153,2,152,1.7000000000000002
2020-07-04 08:00:00,32.4,382,43,346,1.5
2020-07-04 09:00:00,32.5,563,111,459,1.5
2020-07-04 10:00:00,32.5,812,357,458,1.5
2020-07-04 11:00:00,32.4,812,359,456,1.5
2020-07-04 12:00:00,32.1,680,238,458,1.5
2020-07-04 13:00:00,31.700000000000003,568,210,395,1.5
2020-07-04 14:00:00,31.200000000000003,464,249,297,1.2000000000000002
2020-07-04 15:00:00,30.700000000000003,322,266,193,1.0
2020-07-04 16:00:00,30.1,124,146,84,0.7000000000000001
2020-07-04 17:00:00,29.4,17,27,15,0.6000000000000001
2020-07-04 18:00:00,29.0,0,0,0,0.6000000000000001
2020-07-04 19:00:00,28.700000000000003,0,0,0,0.7000000000000001
2020-07-04 20:00:00,28.4,0,0,0,0.8
2020-07-04 21:00:00,28.1,0,0,0,0.8
2020-07-04 22:00:00,27.8,0,0,0,0.8
2020-07-04 23:00:00,27.700000000000003,0,0,0,0.6000000000000001
2020-07-05 00:00:00,27.700000000000003,0,0,0,0.5
2020-07-05 01:00:00,27.6,0,0,0,0.4
2020-07-05 02:00:00,27.5,0,0,0,0.5
2020-07-05 03:00:00,27.5,0,0,0,0.8
2020-07-05 04:00:00,27.4,6,0,6,1.0
2020-07-05 05:00:00,28.0,44,0,44,2.1
2020-07-05 06:00:00,28.5,296,190,203,2.5
2020-07-05 07:00:00,29.200000000000003,471,259,295,2.6
2020-07-05 08:00:00,29.9,678,414,335,2.5
2020-07-05 09:00:00,30.6,737,323,435,2.4000000000000004
2020-07-05 10:00:00,31.200000000000003,627,181,448,2.4000000000000004
2020-07-05 11:00:00,31.700000000000003,731,247,486,2.4000000000000004
2020-07-05 12:00:00,31.8,852,519,367,2.5
2020-07-05 13:00:00,31.8,742,558,282,2.5
2020-07-05 14:00:00,31.4,579,564,200,2.2
2020-07-05 15:00:00,30.8,130,1,130,1.9
2020-07-05 16:00:00,30.0,126,91,101,1.5
2020-07-05 17:00:00,29.3,22,32,20,1.3
2020-07-05 18:00:00,29.0,0,0,0,1.4
2020-07-05 19:00:00,28.8,0,0,0,1.5
2020-07-05 20:00:00,28.6,0,0,0,1.4
2020-07-05 21:00:00,28.3,0,0,0,1.2000000000000002
2020-07-05 22:00:00,28.1,0,0,0,1.1
2020-07-05 23:00:00,27.8,0,0,0,1.3
2020-07-06 00:00:00,27.6,0,0,0,1.7000000000000002
2020-07-06 01:00:00,27.3,0,0,0,2.1
2020-07-06 02:00:00,27.1,0,0,0,2.2
2020-07-06 03:00:00,26.9,0,0,0,2.3000000000000003
2020-07-06 04:00:00,26.9,18,1,18,2.4000000000000004
2020-07-06 05:00:00,27.6,106,33,97,3.1
2020-07-06 06:00:00,28.3,289,169,206,3.0
2020-07-06 07:00:00,29.1,521,379,264,2.7
2020-07-06 08:00:00,29.9,498,127,393,2.1
2020-07-06 09:00:00,30.6,380,56,328,1.5
2020-07-06 10:00:00,31.200000000000003,165,6,159,1.1
2020-07-06 11:00:00,31.6,345,24,321,1.1
2020-07-06 12:00:00,31.700000000000003,579,134,454,1.4
2020-07-06 13:00:00,31.6,275,16,262,1.6
2020-07-06 14:00:00,31.200000000000003,281,37,256,1.6
2020-07-06 15:00:00,30.8,179,101,130,1.6
2020-07-06 16:00:00,30.0,157,254,87,1.3
2020-07-06 17:00:00,29.1,29,109,22,0.9
2020-07-06 18:00:00,28.6,0,0,0,0.8
2020-07-06 19:00:00,28.4,0,0,0,0.6000000000000001
2020-07-06 20:00:00,28.200000000000003,0,0,0,0.6000000000000001
2020-07-06 21:00:00,28.0,0,0,0,0.6000000000000001
2020-07-06 22:00:00,27.8,0,0,0,0.6000000000000001
2020-07-06 23:00:00,27.6,0,0,0,0.5
2020-07-07 00:00:00,27.4,0,0,0,0.6000000000000001
2020-07-07 01:00:00,27.1,0,0,0,0.7000000000000001
2020-07-07 02:00:00,26.9,0,0,0,0.9
2020-07-07 03:00:00,27.200000000000003,0,0,0,0.9
2020-07-07 04:00:00,27.4,19,0,19,0.8
2020-07-07 05:00:00,29.6,110,30,102,0.8
2020-07-07 06:00:00,31.1,91,0,91,0.6000000000000001
2020-07-07 07:00:00,32.1,80,0,80,1.0
2020-07-07 08:00:00,32.300000000000004,72,0,72,1.6
2020-07-07 09:00:00,32.4,166,6,160,1.9
2020-07-07 10:00:00,32.5,87,0,87,2.1
2020-07-07 11:00:00,32.4,98,0,98,2.2
2020-07-07 12:00:00,32.2,105,0,105,2.1
2020-07-07 13:00:00,31.8,79,0,79,1.9
2020-07-07 14:00:00,31.4,96,0,96,1.5
2020-07-07 15:00:00,30.700000000000003,40,0,40,1.3
2020-07-07 16:00:00,29.8,14,0,14,1.1
2020-07-07 17:00:00,29.1,4,0,4,0.8
2020-07-07 18:00:00,28.700000000000003,0,0,0,0.7000000000000001
2020-07-07 19:00:00,28.4,0,0,0,0.8
2020-07-07 20:00:00,28.1,0,0,0,0.9
2020-07-07 21:00:00,27.8,0,0,0,1.0
2020-07-07 22:00:00,27.6,0,0,0,1.0
2020-07-07 23:00:00,27.3,0,0,0,0.9
2020-07-08 00:00:00,27.1,0,0,0,0.8
2020-07-08 01:00:00,26.9,0,0,0,0.7000000000000001
2020-07-08 02:00:00,26.8,0,0,0,0.7000000000000001
2020-07-08 03:00:00,26.9,0,0,0,0.7000000000000001
2020-07-08 04:00:00,27.1,12,0,12,0.7000000000000001
2020-07-08 05:00:00,29.700000000000003,66,5,65,0.9
2020-07-08 06:00:00,31.3,33,2,32,0.4
2020-07-08 07:00:00,32.2,42,0,42,0.5
2020-07-08 08:00:00,32.800000000000004,262,14,250,0.9
2020-07-08 09:00:00,33.2,409,33,378,1.3
2020-07-08 10:00:00,33.2,613,119,495,1.4
2020-07-08 11:00:00,32.800000000000004,537,78,460,1.5
2020-07-08 12:00:00,32.2,605,154,461,1.8
2020-07-08 13:00:00,31.5,357,38,326,2.2
2020-07-08 14:00:00,30.8,308,51,274,2.2
2020-07-08 15:00:00,30.0,164,35,147,1.9
2020-07-08 16:00:00,29.200000000000003,9,0,9,1.5
2020-07-08 17:00:00,28.4,3,0,3,1.2000000000000002
2020-07-08 18:00:00,27.9,0,0,0,1.2000000000000002
2020-07-08 19:00:00,27.6,0,0,0,1.1
2020-07-08 20:00:00,27.3,0,0,0,1.1
2020-07-08 21:00:00,27.0,0,0,0,1.1
2020-07-08 22:00:00,26.700000000000003,0,0,0,1.1
2020-07-08 23:00:00,26.5,0,0,0,1.1
2020-07-09 00:00:00,26.4,0,0,0,0.9
2020-07-09 01:00:00,26.4,0,0,0,0.6000000000000001
2020-07-09 02:00:00,26.4,0,0,0,0.6000000000000001
2020-07-09 03:00:00,26.4,0,0,0,0.8
2020-07-09 04:00:00,26.4,19,1,19,1.0
2020-07-09 05:00:00,27.1,91,20,85,1.6
2020-07-09 06:00:00,27.9,121,0,121,1.2000000000000002
2020-07-09 07:00:00,29.0,212,10,205,1.1
2020-07-09 08:00:00,29.8,265,14,253,2.0
2020-07-09 09:00:00,30.0,298,16,283,2.8000000000000003
2020-07-09 10:00:00,30.1,401,26,375,3.2
2020-07-09 11:00:00,30.1,316,16,300,3.4000000000000004
2020-07-09 12:00:00,29.9,305,16,290,3.5
2020-07-09 13:00:00,29.8,365,36,335,3.4000000000000004
2020-07-09 14:00:00,29.700000000000003,289,46,258,3.2
2020-07-09 15:00:00,29.5,338,320,183,2.9000000000000004
2020-07-09 16:00:00,29.1,132,116,100,2.6
2020-07-09 17:00:00,28.6,20,18,19,2.3000000000000003
2020-07-09 18:00:00,28.200000000000003,0,0,0,1.8
2020-07-09 19:00:00,28.1,0,0,0,1.6
2020-07-09 20:00:00,27.9,0,0,0,1.5
2020-07-09 21:00:00,27.700000000000003,0,0,0,1.5
2020-07-09 22:00:00,27.6,0,0,0,1.4
2020-07-09 23:00:00,27.4,0,0,0,1.3
2020-07-10 00:00:00,27.3,0,0,0,1.3
2020-07-10 01:00:00,27.200000000000003,0,0,0,1.3
2020-07-10 02:00:00,27.1,0,0,0,1.1
2020-07-10 03:00:00,27.1,0,0,0,1.0
2020-07-10 04:00:00,27.1,12,0,12,0.9
