,Temperature,ghi,dni,dhi,Wind Speed
2020-01-01 00:00:00,12.6,0,0,0,1.6
2020-01-01 01:00:00,12.3,0,0,0,1.6
2020-01-01 02:00:00,12.1,0,0,0,1.8
2020-01-01 03:00:00,12.1,0,0,0,2.1
2020-01-01 04:00:00,12.1,0,0,0,2.2
2020-01-01 05:00:00,16.0,0,0,0,1.1
2020-01-01 06:00:00,18.4,103,361,49,1.5
2020-01-01 07:00:00,20.700000000000003,291,605,88,2.1
2020-01-01 08:00:00,22.3,461,722,111,2.3000000000000003
2020-01-01 09:00:00,23.6,585,782,123,2.1
2020-01-01 10:00:00,24.4,654,828,120,1.9
2020-01-01 11:00:00,24.9,660,866,104,1.7000000000000002
2020-01-01 12:00:00,25.1,591,842,99,1.4
2020-01-01 13:00:00,24.8,461,783,88,1.0
2020-01-01 14:00:00,23.700000000000003,286,664,72,0.7000000000000001
2020-01-01 15:00:00,22.200000000000003,85,300,44,0.6000000000000001
2020-01-01 16:00:00,21.0,0,0,0,0.7000000000000001
2020-01-01 17:00:00,19.700000000000003,0,0,0,0.9
2020-01-01 18:00:00,18.7,0,0,0,1.1
2020-01-01 19:00:00,18.2,0,0,0,1.2000000000000002
2020-01-01 20:00:00,18.0,0,0,0,1.2000000000000002
2020-01-01 21:00:00,17.8,0,0,0,1.2000000000000002
2020-01-01 22:00:00,17.5,0,0,0,1.2000000000000002
2020-01-01 23:00:00,17.3,0,0,0,1.2000000000000002
2020-01-02 00:00:00,17.1,0,0,0,1.3
2020-01-02 01:00:00,17.0,0,0,0,1.5
2020-01-02 02:00:00,16.900000000000002,0,0,0,1.6
2020-01-02 03:00:00,16.7,0,0,0,1.7000000000000002
2020-01-02 04:00:00,16.6,0,0,0,1.7000000000000002
2020-01-02 05:00:00,16.8,0,0,0,1.7000000000000002
2020-01-02 06:00:00,17.6,92,271,51,1.7000000000000002
2020-01-02 07:00:00,18.8,257,453,105,1.9
2020-01-02 08:00:00,19.8,408,516,158,2.3000000000000003
2020-01-02 09:00:00,20.9,579,773,122,2.7
2020-01-02 10:00:00,22.0,644,794,132,3.0
2020-01-02 11:00:00,22.4,640,783,136,2.9000000000000004
2020-01-02 12:00:00,22.5,570,745,133,2.8000000000000003
2020-01-02 13:00:00,22.4,444,682,118,2.7
2020-01-02 14:00:00,21.3,273,555,93,2.0
2020-01-02 15:00:00,19.200000000000003,74,174,50,1.3
2020-01-02 16:00:00,17.8,0,0,0,1.3
2020-01-02 17:00:00,17.3,0,0,0,1.3
2020-01-02 18:00:00,16.900000000000002,0,0,0,1.2000000000000002
2020-01-02 19:00:00,16.7,0,0,0,1.1
2020-01-02 20:00:00,16.400000000000002,0,0,0,0.9
2020-01-02 21:00:00,16.3,0,0,0,0.9
2020-01-02 22:00:00,16.3,0,0,0,0.8
2020-01-02 23:00:00,16.2,0,0,0,0.8
2020-01-03 00:00:00,15.9,0,0,0,0.8
2020-01-03 01:00:00,15.5,0,0,0,0.9
2020-01-03 02:00:00,15.2,0,0,0,0.9
2020-01-03 03:00:00,15.0,0,0,0,0.9
2020-01-03 04:00:00,15.0,0,0,0,0.9
2020-01-03 05:00:00,15.8,0,0,0,0.7000000000000001
2020-01-03 06:00:00,17.5,82,197,53,0.9
2020-01-03 07:00:00,19.4,276,518,103,1.3
2020-01-03 08:00:00,20.8,445,632,138,1.7000000000000002
2020-01-03 09:00:00,21.8,564,665,170,2.3000000000000003
2020-01-03 10:00:00,22.4,628,698,177,2.9000000000000004
2020-01-03 11:00:00,22.700000000000003,636,738,160,3.3000000000000003
2020-01-03 12:00:00,22.5,562,679,162,3.4000000000000004
2020-01-03 13:00:00,21.9,429,571,155,3.1
2020-01-03 14:00:00,20.4,257,407,124,2.0
2020-01-03 15:00:00,18.0,77,160,54,1.3
2020-01-03 16:00:00,16.5,0,0,0,1.1
2020-01-03 17:00:00,16.0,0,0,0,1.1
2020-01-03 18:00:00,15.6,0,0,0,1.1
2020-01-03 19:00:00,15.3,0,0,0,1.1
2020-01-03 20:00:00,14.8,0,0,0,1.0
2020-01-03 21:00:00,14.4,0,0,0,1.0
2020-01-03 22:00:00,14.1,0,0,0,0.9
2020-01-03 23:00:00,13.8,0,0,0,0.7000000000000001
2020-01-04 00:00:00,13.4,0,0,0,0.6000000000000001
2020-01-04 01:00:00,13.2,0,0,0,0.6000000000000001
2020-01-04 02:00:00,13.1,0,0,0,0.5
2020-01-04 03:00:00,12.9,0,0,0,0.4
2020-01-04 04:00:00,12.8,0,0,0,0.3
2020-01-04 05:00:00,12.6,0,0,0,0.6000000000000001
2020-01-04 06:00:00,13.8,58,74,47,0.8
2020-01-04 07:00:00,16.2,243,293,145,1.1
2020-01-04 08:00:00,18.4,396,444,180,1.0
2020-01-04 09:00:00,19.9,571,666,176,1.0
2020-01-04 10:00:00,20.700000000000003,630,663,201,1.0
2020-01-04 11:00:00,20.9,614,590,232,0.8
2020-01-04 12:00:00,20.9,549,567,214,0.7000000000000001
2020-01-04 13:00:00,20.4,425,499,184,0.6000000000000001
2020-01-04 14:00:00,19.4,258,372,135,0.6000000000000001
2020-01-04 15:00:00,17.7,80,159,57,0.6000000000000001
2020-01-04 16:00:00,16.2,0,0,0,0.8
2020-01-04 17:00:00,15.1,0,0,0,1.0
2020-01-04 18:00:00,14.4,0,0,0,1.1
2020-01-04 19:00:00,13.9,0,0,0,1.1
2020-01-04 20:00:00,13.6,0,0,0,1.1
2020-01-04 21:00:00,13.4,0,0,0,1.1
2020-01-04 22:00:00,13.3,0,0,0,1.0
2020-01-04 23:00:00,13.1,0,0,0,1.0
2020-01-05 00:00:00,12.9,0,0,0,1.0
2020-01-05 01:00:00,12.8,0,0,0,1.0
2020-01-05 02:00:00,12.4,0,0,0,1.0
2020-01-05 03:00:00,11.9,0,0,0,1.0
2020-01-05 04:00:00,11.7,0,0,0,1.0
2020-01-05 05:00:00,12.3,0,0,0,1.0
2020-01-05 06:00:00,14.6,77,123,59,1.5
2020-01-05 07:00:00,17.2,246,301,146,1.9
2020-01-05 08:00:00,19.3,423,467,196,1.6
2020-01-05 09:00:00,20.9,550,560,218,1.2000000000000002
2020-01-05 10:00:00,22.1,624,645,206,0.9
2020-01-05 11:00:00,22.6,640,722,172,1.0
2020-01-05 12:00:00,22.6,573,691,164,1.4
2020-01-05 13:00:00,22.0,443,605,150,1.8
2020-01-05 14:00:00,20.4,269,444,122,1.5
2020-01-05 15:00:00,18.0,87,204,57,1.2000000000000002
2020-01-05 16:00:00,16.3,0,0,0,1.1
2020-01-05 17:00:00,15.7,0,0,0,1.1
2020-01-05 18:00:00,15.2,0,0,0,1.1
2020-01-05 19:00:00,14.7,0,0,0,1.0
2020-01-05 20:00:00,14.3,0,0,0,1.0
2020-01-05 21:00:00,13.9,0,0,0,1.0
2020-01-05 22:00:00,13.7,0,0,0,1.0
2020-01-05 23:00:00,13.3,0,0,0,0.8
2020-01-06 00:00:00,13.0,0,0,0,0.7000000000000001
2020-01-06 01:00:00,12.7,0,0,0,0.6000000000000001
2020-01-06 02:00:00,12.2,0,0,0,0.7000000000000001
2020-01-06 03:00:00,11.8,0,0,0,0.7000000000000001
2020-01-06 04:00:00,11.6,0,0,0,0.7000000000000001
2020-01-06 05:00:00,12.2,0,0,0,0.6000000000000001
2020-01-06 06:00:00,14.0,72,124,54,0.8
2020-01-06 07:00:00,16.2,220,248,137,1.4
2020-01-06 08:00:00,17.900000000000002,413,441,199,1.9
2020-01-06 09:00:00,19.200000000000003,537,516,230,2.2
2020-01-06 10:00:00,20.1,603,550,246,2.5
2020-01-06 11:00:00,20.4,604,554,244,2.7
2020-01-06 12:00:00,20.4,546,548,220,2.7
2020-01-06 13:00:00,19.8,427,501,183,2.4000000000000004
2020-01-06 14:00:00,18.0,262,388,132,1.7000000000000002
2020-01-06 15:00:00,15.4,83,182,56,1.4
2020-01-06 16:00:00,13.6,0,0,0,1.5
2020-01-06 17:00:00,12.9,0,0,0,1.6
2020-01-06 18:00:00,12.3,0,0,0,1.5
2020-01-06 19:00:00,11.7,0,0,0,1.4
2020-01-06 20:00:00,11.2,0,0,0,1.2000000000000002
2020-01-06 21:00:00,10.9,0,0,0,1.1
2020-01-06 22:00:00,10.9,0,0,0,1.0
2020-01-06 23:00:00,11.3,0,0,0,0.8
2020-01-07 00:00:00,11.4,0,0,0,0.5
2020-01-07 01:00:00,11.2,0,0,0,0.3
2020-01-07 02:00:00,10.8,0,0,0,0.3
2020-01-07 03:00:00,10.3,0,0,0,0.5
2020-01-07 04:00:00,10.1,0,0,0,0.6000000000000001
2020-01-07 05:00:00,10.0,0,0,0,0.7000000000000001
2020-01-07 06:00:00,11.9,85,192,57,0.7000000000000001
2020-01-07 07:00:00,14.4,100,0,100,0.7000000000000001
2020-01-07 08:00:00,16.7,180,12,174,0.5
2020-01-07 09:00:00,18.7,283,51,253,0.9
2020-01-07 10:00:00,19.5,509,386,258,1.4
2020-01-07 11:00:00,19.8,669,795,151,1.8
2020-01-07 12:00:00,19.700000000000003,598,763,143,2.1
2020-01-07 13:00:00,19.1,465,677,134,2.0
2020-01-07 14:00:00,17.3,284,514,111,1.4
2020-01-07 15:00:00,14.7,96,264,56,1.1
2020-01-07 16:00:00,13.2,0,0,0,1.2000000000000002
2020-01-07 17:00:00,12.8,0,0,0,1.1
2020-01-07 18:00:00,12.5,0,0,0,1.1
2020-01-07 19:00:00,12.2,0,0,0,0.9
2020-01-07 20:00:00,12.2,0,0,0,0.8
2020-01-07 21:00:00,12.1,0,0,0,0.7000000000000001
2020-01-07 22:00:00,11.4,0,0,0,0.7000000000000001
2020-01-07 23:00:00,10.5,0,0,0,0.8
2020-01-08 00:00:00,10.2,0,0,0,0.9
2020-01-08 01:00:00,9.7,0,0,0,1.0
2020-01-08 02:00:00,9.0,0,0,0,1.1
2020-01-08 03:00:00,8.4,0,0,0,1.2000000000000002
2020-01-08 04:00:00,8.1,0,0,0,1.2000000000000002
2020-01-08 05:00:00,8.700000000000001,0,0,0,1.1
2020-01-08 06:00:00,11.2,79,166,55,1.6
2020-01-08 07:00:00,14.1,263,408,127,2.3000000000000003
2020-01-08 08:00:00,16.2,438,561,165,2.6
2020-01-08 09:00:00,17.900000000000002,569,644,185,2.5
2020-01-08 10:00:00,18.9,640,692,188,2.3000000000000003
2020-01-08 11:00:00,19.4,650,724,177,2.0
2020-01-08 12:00:00,19.5,584,695,168,1.7000000000000002
2020-01-08 13:00:00,19.200000000000003,455,623,149,1.2000000000000002
2020-01-08 14:00:00,18.2,281,486,116,0.6000000000000001
2020-01-08 15:00:00,16.5,95,243,58,0.5
2020-01-08 16:00:00,14.6,0,0,0,0.9
2020-01-08 17:00:00,13.2,0,0,0,1.2000000000000002
2020-01-08 18:00:00,12.4,0,0,0,1.2000000000000002
2020-01-08 19:00:00,12.1,0,0,0,1.2000000000000002
2020-01-08 20:00:00,12.4,0,0,0,1.1
2020-01-08 21:00:00,12.8,0,0,0,0.9
2020-01-08 22:00:00,13.1,0,0,0,0.7000000000000001
2020-01-08 23:00:00,13.1,0,0,0,0.5
2020-01-09 00:00:00,12.8,0,0,0,0.6000000000000001
2020-01-09 01:00:00,11.9,0,0,0,0.8
2020-01-09 02:00:00,10.8,0,0,0,1.0
2020-01-09 03:00:00,9.9,0,0,0,1.1
2020-01-09 04:00:00,9.5,0,0,0,1.2000000000000002
2020-01-09 05:00:00,9.9,0,0,0,1.1
2020-01-09 06:00:00,12.4,86,208,55,1.6
2020-01-09 07:00:00,15.2,270,454,118,2.2
2020-01-09 08:00:00,17.2,444,599,152,2.2
2020-01-09 09:00:00,18.9,575,680,169,1.9
2020-01-09 10:00:00,20.0,649,734,169,1.5
2020-01-09 11:00:00,20.6,660,771,154,1.2000000000000002
2020-01-09 12:00:00,20.700000000000003,592,738,148,1.0
2020-01-09 13:00:00,20.200000000000003,464,668,134,0.9
2020-01-09 14:00:00,18.9,291,538,107,0.8
2020-01-09 15:00:00,17.1,102,289,57,0.8
2020-01-09 16:00:00,15.8,0,0,0,0.8
2020-01-09 17:00:00,15.1,0,0,0,0.8
2020-01-09 18:00:00,14.6,0,0,0,0.8
2020-01-09 19:00:00,14.1,0,0,0,0.8
2020-01-09 20:00:00,13.8,0,0,0,0.7000000000000001
2020-01-09 21:00:00,13.6,0,0,0,0.7000000000000001
2020-01-09 22:00:00,12.9,0,0,0,0.8
2020-01-09 23:00:00,12.0,0,0,0,1.0
2020-01-10 00:00:00,11.1,0,0,0,1.1
2020-01-10 01:00:00,10.4,0,0,0,1.1
2020-01-10 02:00:00,10.0,0,0,0,1.1
2020-01-10 03:00:00,9.7,0,0,0,1.2000000000000002
2020-01-10 04:00:00,9.6,0,0,0,1.2000000000000002
2020-01-10 05:00:00,10.6,0,0,0,1.3
2020-01-10 06:00:00,13.1,85,204,55,1.8
2020-01-10 07:00:00,15.8,267,442,119,2.0
2020-01-10 08:00:00,18.0,438,578,155,1.4
2020-01-10 09:00:00,20.1,566,653,175,0.8
2020-01-10 10:00:00,21.5,642,705,179,0.8
2020-01-10 11:00:00,22.200000000000003,651,737,166,1.3
2020-01-10 12:00:00,22.1,584,702,160,1.8
2020-01-10 13:00:00,21.5,450,597,153,1.9
2020-01-10 14:00:00,19.700000000000003,271,396,134,1.4
2020-01-10 15:00:00,17.1,90,180,61,1.1
2020-01-10 16:00:00,15.5,0,0,0,1.1
2020-01-10 17:00:00,14.9,0,0,0,1.1
2020-01-10 18:00:00,14.3,0,0,0,1.1
2020-01-10 19:00:00,13.7,0,0,0,1.1
2020-01-10 20:00:00,13.2,0,0,0,1.1
2020-01-10 21:00:00,12.8,0,0,0,1.1
2020-01-10 22:00:00,12.2,0,0,0,1.1
2020-01-10 23:00:00,11.7,0,0,0,1.1
2020-01-11 00:00:00,11.3,0,0,0,1.2000000000000002
2020-01-11 01:00:00,11.1,0,0,0,1.2000000000000002
2020-01-11 02:00:00,10.8,0,0,0,1.3
2020-01-11 03:00:00,10.7,0,0,0,1.3
2020-01-11 04:00:00,10.6,0,0,0,1.3
2020-01-11 05:00:00,11.4,0,0,0,1.4
2020-01-11 06:00:00,13.8,80,169,55,1.9
2020-01-11 07:00:00,16.400000000000002,265,432,120,1.9
2020-01-11 08:00:00,19.0,393,463,166,1.2000000000000002
2020-01-11 09:00:00,21.200000000000003,564,660,168,0.6000000000000001
2020-01-11 10:00:00,22.5,637,683,188,0.7000000000000001
2020-01-11 11:00:00,22.8,612,570,236,1.2000000000000002
2020-01-11 12:00:00,22.6,549,531,227,1.5
2020-01-11 13:00:00,22.0,425,450,200,1.4
2020-01-11 14:00:00,20.3,260,323,148,1.1
2020-01-11 15:00:00,17.7,83,136,61,1.0
2020-01-11 16:00:00,15.9,0,0,0,1.1
2020-01-11 17:00:00,15.0,0,0,0,1.1
2020-01-11 18:00:00,14.3,0,0,0,1.1
2020-01-11 19:00:00,13.9,0,0,0,1.1
2020-01-11 20:00:00,13.8,0,0,0,1.0
2020-01-11 21:00:00,14.2,0,0,0,0.9
2020-01-11 22:00:00,14.6,0,0,0,0.4
2020-01-11 23:00:00,14.3,0,0,0,0.2
2020-01-12 00:00:00,13.6,0,0,0,0.4
2020-01-12 01:00:00,13.0,0,0,0,0.6000000000000001
2020-01-12 02:00:00,12.4,0,0,0,0.7000000000000001
2020-01-12 03:00:00,11.7,0,0,0,0.8
2020-01-12 04:00:00,11.4,0,0,0,1.0
2020-01-12 05:00:00,11.9,0,0,0,1.2000000000000002
2020-01-12 06:00:00,14.6,80,162,56,1.8
2020-01-12 07:00:00,17.400000000000002,210,246,127,2.1
2020-01-12 08:00:00,19.6,435,558,161,1.8
2020-01-12 09:00:00,21.1,377,191,262,1.6
2020-01-12 10:00:00,22.200000000000003,644,713,174,1.5
2020-01-12 11:00:00,22.9,657,761,153,1.6
2020-01-12 12:00:00,23.0,593,732,147,1.5
2020-01-12 13:00:00,22.6,465,653,137,1.1
2020-01-12 14:00:00,21.6,288,493,115,0.6000000000000001
2020-01-12 15:00:00,19.8,103,253,61,0.6000000000000001
2020-01-12 16:00:00,18.0,0,0,0,0.9
2020-01-12 17:00:00,16.8,0,0,0,1.1
2020-01-12 18:00:00,15.9,0,0,0,1.1
2020-01-12 19:00:00,15.2,0,0,0,1.1
2020-01-12 20:00:00,14.7,0,0,0,1.1
2020-01-12 21:00:00,14.2,0,0,0,1.1
2020-01-12 22:00:00,13.9,0,0,0,1.0
2020-01-12 23:00:00,13.8,0,0,0,1.0
2020-01-13 00:00:00,13.7,0,0,0,1.0
2020-01-13 01:00:00,13.4,0,0,0,0.9
2020-01-13 02:00:00,13.1,0,0,0,0.9
2020-01-13 03:00:00,12.7,0,0,0,1.0
2020-01-13 04:00:00,12.5,0,0,0,1.0
2020-01-13 05:00:00,13.1,0,0,0,1.1
2020-01-13 06:00:00,15.4,79,148,57,1.6
2020-01-13 07:00:00,17.900000000000002,230,280,136,1.7000000000000002
2020-01-13 08:00:00,19.8,278,130,214,1.3
2020-01-13 09:00:00,21.200000000000003,358,125,283,1.4
2020-01-13 10:00:00,21.9,614,575,233,1.9
2020-01-13 11:00:00,22.1,615,564,240,2.3000000000000003
2020-01-13 12:00:00,21.9,552,514,238,2.4000000000000004
2020-01-13 13:00:00,21.3,428,428,212,2.2
2020-01-13 14:00:00,20.0,262,303,155,1.4
2020-01-13 15:00:00,18.0,87,130,65,1.0
2020-01-13 16:00:00,16.6,0,0,0,1.0
2020-01-13 17:00:00,16.0,0,0,0,1.1
2020-01-13 18:00:00,15.5,0,0,0,1.1
2020-01-13 19:00:00,14.9,0,0,0,1.0
2020-01-13 20:00:00,14.4,0,0,0,1.0
2020-01-13 21:00:00,13.9,0,0,0,1.0
2020-01-13 22:00:00,13.4,0,0,0,1.0
2020-01-13 23:00:00,13.1,0,0,0,1.0
2020-01-14 00:00:00,12.8,0,0,0,1.0
2020-01-14 01:00:00,12.6,0,0,0,0.9
2020-01-14 02:00:00,12.7,0,0,0,0.9
2020-01-14 03:00:00,12.7,0,0,0,0.9
2020-01-14 04:00:00,12.8,0,0,0,0.8
2020-01-14 05:00:00,13.1,0,0,0,0.8
2020-01-14 06:00:00,14.9,61,70,51,1.0
2020-01-14 07:00:00,17.2,236,230,158,1.1
2020-01-14 08:00:00,19.5,412,391,219,0.7000000000000001
2020-01-14 09:00:00,21.4,540,475,253,0.3
2020-01-14 10:00:00,22.6,612,524,264,0.4
2020-01-14 11:00:00,23.1,620,545,256,0.8
2020-01-14 12:00:00,23.1,560,529,235,1.1
2020-01-14 13:00:00,22.5,433,426,217,1.2000000000000002
2020-01-14 14:00:00,21.0,253,236,169,1.0
2020-01-14 15:00:00,18.8,78,90,63,1.0
2020-01-14 16:00:00,17.1,0,0,0,1.1
2020-01-14 17:00:00,16.400000000000002,0,0,0,1.1
2020-01-14 18:00:00,15.9,0,0,0,1.1
2020-01-14 19:00:00,15.4,0,0,0,1.0
2020-01-14 20:00:00,15.0,0,0,0,1.0
2020-01-14 21:00:00,14.7,0,0,0,1.0
2020-01-14 22:00:00,14.4,0,0,0,1.0
2020-01-14 23:00:00,14.1,0,0,0,1.0
2020-01-15 00:00:00,13.8,0,0,0,1.0
2020-01-15 01:00:00,13.5,0,0,0,1.0
2020-01-15 02:00:00,13.3,0,0,0,1.0
2020-01-15 03:00:00,13.2,0,0,0,1.0
2020-01-15 04:00:00,13.2,0,0,0,0.9
2020-01-15 05:00:00,13.8,0,0,0,1.0
2020-01-15 06:00:00,15.5,52,50,45,1.5
2020-01-15 07:00:00,17.5,198,156,145,1.8
2020-01-15 08:00:00,19.3,366,256,239,1.8
2020-01-15 09:00:00,20.8,510,337,306,2.0
2020-01-15 10:00:00,21.700000000000003,584,393,322,2.4000000000000004
2020-01-15 11:00:00,22.200000000000003,602,450,301,2.8000000000000003
2020-01-15 12:00:00,22.200000000000003,539,427,276,2.9000000000000004
2020-01-15 13:00:00,21.6,420,369,231,2.6
2020-01-15 14:00:00,20.1,259,264,164,1.7000000000000002
2020-01-15 15:00:00,17.8,85,112,66,1.2000000000000002
2020-01-15 16:00:00,16.5,0,0,0,1.1
2020-01-15 17:00:00,16.2,0,0,0,1.1
2020-01-15 18:00:00,16.1,0,0,0,1.0
2020-01-15 19:00:00,15.7,0,0,0,1.0
2020-01-15 20:00:00,14.9,0,0,0,1.0
2020-01-15 21:00:00,14.0,0,0,0,1.0
2020-01-15 22:00:00,13.3,0,0,0,1.0
2020-01-15 23:00:00,12.7,0,0,0,1.1
2020-01-16 00:00:00,12.2,0,0,0,1.2000000000000002
2020-01-16 01:00:00,11.9,0,0,0,1.3
2020-01-16 02:00:00,11.6,0,0,0,1.3
2020-01-16 03:00:00,11.3,0,0,0,1.3
2020-01-16 04:00:00,11.1,0,0,0,1.2000000000000002
2020-01-16 05:00:00,12.1,0,0,0,1.1
2020-01-16 06:00:00,14.6,75,129,56,1.4
2020-01-16 07:00:00,17.5,254,321,145,1.1
2020-01-16 08:00:00,19.9,421,447,199,0.8
2020-01-16 09:00:00,21.4,553,535,228,1.3
2020-01-16 10:00:00,22.0,622,550,254,1.8
2020-01-16 11:00:00,22.1,614,503,276,1.9
2020-01-16 12:00:00,22.0,551,466,262,1.8
2020-01-16 13:00:00,21.4,428,394,226,1.5
2020-01-16 14:00:00,20.1,265,284,162,1.0
2020-01-16 15:00:00,18.4,88,124,66,0.9
2020-01-16 16:00:00,17.5,0,0,0,0.9
2020-01-16 17:00:00,17.2,0,0,0,0.8
2020-01-16 18:00:00,16.7,0,0,0,0.7000000000000001
2020-01-16 19:00:00,16.2,0,0,0,0.7000000000000001
2020-01-16 20:00:00,15.8,0,0,0,0.7000000000000001
2020-01-16 21:00:00,15.4,0,0,0,0.8
2020-01-16 22:00:00,15.1,0,0,0,0.9
2020-01-16 23:00:00,14.6,0,0,0,1.0
2020-01-17 00:00:00,14.2,0,0,0,1.0
2020-01-17 01:00:00,13.8,0,0,0,1.1
2020-01-17 02:00:00,13.3,0,0,0,1.1
2020-01-17 03:00:00,12.8,0,0,0,1.1
2020-01-17 04:00:00,12.6,0,0,0,1.1
2020-01-17 05:00:00,13.3,0,0,0,1.1
2020-01-17 06:00:00,15.6,64,83,52,1.6
2020-01-17 07:00:00,18.2,232,231,153,2.0
2020-01-17 08:00:00,20.3,407,361,228,1.8
2020-01-17 09:00:00,21.8,534,439,266,1.4
2020-01-17 10:00:00,23.0,615,521,266,1.1
2020-01-17 11:00:00,23.700000000000003,639,607,229,1.0
2020-01-17 12:00:00,23.8,576,576,218,1.1
2020-01-17 13:00:00,23.4,455,509,192,1.2000000000000002
2020-01-17 14:00:00,22.200000000000003,289,391,146,1.0
2020-01-17 15:00:00,20.1,106,191,72,0.9
2020-01-17 16:00:00,18.5,0,0,0,1.1
2020-01-17 17:00:00,17.6,0,0,0,1.1
2020-01-17 18:00:00,17.0,0,0,0,1.1
2020-01-17 19:00:00,16.5,0,0,0,1.1
2020-01-17 20:00:00,16.0,0,0,0,1.1
2020-01-17 21:00:00,15.5,0,0,0,1.1
2020-01-17 22:00:00,15.0,0,0,0,1.1
2020-01-17 23:00:00,14.6,0,0,0,1.1
2020-01-18 00:00:00,14.2,0,0,0,1.0
2020-01-18 01:00:00,14.1,0,0,0,0.9
2020-01-18 02:00:00,14.2,0,0,0,0.9
2020-01-18 03:00:00,14.1,0,0,0,0.7000000000000001
2020-01-18 04:00:00,13.9,0,0,0,0.7000000000000001
2020-01-18 05:00:00,14.2,0,0,0,0.7000000000000001
2020-01-18 06:00:00,15.9,65,92,51,1.0
2020-01-18 07:00:00,18.1,243,272,150,1.3
2020-01-18 08:00:00,20.0,388,361,208,1.1
2020-01-18 09:00:00,21.9,554,530,230,1.4
2020-01-18 10:00:00,23.3,626,568,244,2.0
2020-01-18 11:00:00,23.8,631,568,246,2.3000000000000003
2020-01-18 12:00:00,23.8,568,533,235,2.4000000000000004
2020-01-18 13:00:00,23.200000000000003,449,459,210,2.2
2020-01-18 14:00:00,21.5,283,337,159,1.6
2020-01-18 15:00:00,18.9,102,157,73,1.2000000000000002
2020-01-18 16:00:00,17.3,0,0,0,1.2000000000000002
2020-01-18 17:00:00,16.7,0,0,0,1.2000000000000002
2020-01-18 18:00:00,16.2,0,0,0,1.1
2020-01-18 19:00:00,15.9,0,0,0,1.1
2020-01-18 20:00:00,15.7,0,0,0,1.1
2020-01-18 21:00:00,15.5,0,0,0,1.0
2020-01-18 22:00:00,15.2,0,0,0,1.0
2020-01-18 23:00:00,15.0,0,0,0,0.9
2020-01-19 00:00:00,14.6,0,0,0,0.8
2020-01-19 01:00:00,14.3,0,0,0,0.8
2020-01-19 02:00:00,13.8,0,0,0,0.8
2020-01-19 03:00:00,13.3,0,0,0,0.9
2020-01-19 04:00:00,13.0,0,0,0,1.0
2020-01-19 05:00:00,13.4,0,0,0,0.9
2020-01-19 06:00:00,15.6,72,119,54,1.3
2020-01-19 07:00:00,18.1,219,235,139,1.7000000000000002
2020-01-19 08:00:00,20.1,378,324,216,1.3
2020-01-19 09:00:00,21.8,547,487,248,1.1
2020-01-19 10:00:00,23.0,619,533,259,1.4
2020-01-19 11:00:00,23.5,632,565,248,1.8
2020-01-19 12:00:00,23.5,572,537,235,2.0
2020-01-19 13:00:00,23.0,447,450,212,1.8
2020-01-19 14:00:00,21.4,275,298,164,1.3
2020-01-19 15:00:00,19.3,98,140,72,1.1
2020-01-19 16:00:00,18.1,0,0,0,1.1
2020-01-19 17:00:00,17.7,0,0,0,1.1
2020-01-19 18:00:00,17.3,0,0,0,1.0
2020-01-19 19:00:00,17.0,0,0,0,0.9
2020-01-19 20:00:00,16.6,0,0,0,0.8
2020-01-19 21:00:00,16.2,0,0,0,0.7000000000000001
2020-01-19 22:00:00,15.8,0,0,0,0.8
2020-01-19 23:00:00,15.4,0,0,0,0.9
2020-01-20 00:00:00,14.9,0,0,0,0.9
2020-01-20 01:00:00,14.3,0,0,0,0.9
2020-01-20 02:00:00,13.6,0,0,0,1.0
2020-01-20 03:00:00,12.9,0,0,0,1.0
2020-01-20 04:00:00,12.6,0,0,0,1.0
2020-01-20 05:00:00,13.1,0,0,0,1.0
2020-01-20 06:00:00,15.7,66,98,51,1.2000000000000002
2020-01-20 07:00:00,18.4,246,283,149,1.4
2020-01-20 08:00:00,20.4,427,452,200,1.3
2020-01-20 09:00:00,21.8,554,515,237,1.6
2020-01-20 10:00:00,22.6,612,502,272,2.2
2020-01-20 11:00:00,22.9,600,418,314,2.4000000000000004
2020-01-20 12:00:00,22.8,540,390,294,2.4000000000000004
2020-01-20 13:00:00,22.200000000000003,424,336,247,2.1
2020-01-20 14:00:00,20.5,265,246,173,1.5
2020-01-20 15:00:00,18.2,90,114,69,1.2000000000000002
2020-01-20 16:00:00,16.7,1,2,1,1.2000000000000002
2020-01-20 17:00:00,16.1,0,0,0,1.1
2020-01-20 18:00:00,15.6,0,0,0,1.1
2020-01-20 19:00:00,15.3,0,0,0,1.1
2020-01-20 20:00:00,15.3,0,0,0,1.1
2020-01-20 21:00:00,15.3,0,0,0,1.0
2020-01-20 22:00:00,15.0,0,0,0,0.9
2020-01-20 23:00:00,14.5,0,0,0,0.9
2020-01-21 00:00:00,13.9,0,0,0,0.9
2020-01-21 01:00:00,13.4,0,0,0,1.0
2020-01-21 02:00:00,12.9,0,0,0,1.0
2020-01-21 03:00:00,12.4,0,0,0,1.0
2020-01-21 04:00:00,12.3,0,0,0,1.0
2020-01-21 05:00:00,12.9,0,0,0,0.9
2020-01-21 06:00:00,15.3,65,93,51,1.1
2020-01-21 07:00:00,17.900000000000002,238,248,152,1.5
2020-01-21 08:00:00,19.8,405,362,223,1.4
2020-01-21 09:00:00,21.5,534,435,265,1.6
2020-01-21 10:00:00,22.700000000000003,614,503,272,2.0
